DateTime,PV Power Generation (from Inverter)(kWh),PV Power Generation (from Power Meter)(kWh),Excess Energy(kWh),Purchased Energy(kWh),Voltage A(v),Voltage B(v),Voltage C(v),Current(A),Current(B),Current(C),Frequency(Hz),Active Power(kW),Reactive Power(kW),PowerFactor,Ambient Temperature(°C),Irradiance(W/m2),Temperature Module1(°C),Temperature Module2(°C)
07/30/2023 15:00:00,102.5,92.31314,92.31314,0,12.95081,12.94399,12.98353,5.411824,5.459109,5.450623,49.79094,-211.5128,1.758902,0.9973236,29.9,192,35.3,35
07/30/2023 15:30:00,43.2,42.6015,42.6015,0,12.92136,12.89993,12.91486,3.502449,3.527614,3.54182,50.03209,135.1965,-0.9897725,0.9999499,29.1,122,33.5,33.1
07/30/2023 16:00:00,62,61.5531,61.5531,0,12.92518,12.90649,12.86653,2.596188,2.607652,2.621639,50.04475,100.5762,-0.5202823,0.9932323,28.8,90,32.1,31.8
07/30/2023 16:30:00,44.1,43.451,43.451,0,12.92453,12.90692,12.91669,1.575912,1.572626,1.59974,50.01403,60.8622,0.7610196,-0.9887092,28.6,55,31.1,30.8
07/30/2023 17:00:00,23.4,23.0544,23.0544,0,12.94346,12.99151,12.91247,0.8330764,0.8377208,0.8457259,50.0811,31.06844,2.272941,-0.9596579,28.3,30,29.5,29.3
07/30/2023 17:30:00,18,17.8333,17.8333,0,12.95624,12.94451,12.94987,0.9459496,0.9456586,0.9560258,49.80498,35.83257,2.35313,-0.9650697,28.2,34,28.8,28.7
07/30/2023 18:00:00,2.5,7.1479,7.1479,0,12.86776,12.92835,12.94295,0.2812831,0.2774311,0.2902053,50.0261,6.568667,2.963514,-0.6093631,27.7,6,27.7,27.6
07/31/2023 00:30:00,0,0,0,0,13.1319,13.12993,13.12297,0.06885863,0.05320824,0.06726609,50.24742,-0.4668456,2.385318,0.1876757,25.3,0,24.3,24.4
07/31/2023 01:00:00,0,0,0,0,13.12753,13.23535,13.15594,0.06927605,0.05309342,0.06754563,50.02332,-0.4693024,2.40138,0.1865951,25.3,0,24.5,24.6
07/31/2023 01:30:00,0,0,0,0,13.15973,13.14173,13.16329,0.06866667,0.05262462,0.06779464,49.79306,-0.4690689,2.385318,0.1903972,25.3,0,24.7,24.7
07/31/2023 02:00:00,0,0,0,0,13.12193,13.23423,13.16004,0.06878005,0.05261045,0.06738582,49.8046,-0.4652923,2.385318,0.1868033,25.5,0,24.9,24.9
07/31/2023 02:30:00,0,0,0,0,13.14038,13.24582,13.12344,0.06894366,0.05304205,0.06740857,50.24968,-0.4688557,2.40138,0.1875716,25.6,0,24.6,24.7
07/31/2023 03:00:00,0,0,0,0,12.94211,13.05056,12.96804,0.06864542,0.05257502,0.06756807,49.79303,-0.4537186,2.353192,0.1846022,25.5,0,24.5,24.5
07/31/2023 03:30:00,0,0,0,0,13.02265,13.00364,13.04838,0.06920647,0.05339602,0.06776468,50.2454,-0.4523989,2.385318,0.1826491,25.4,0,24.2,24.1
07/31/2023 04:00:00,0,0,0,0,13.03266,13.0153,13.00899,0.06935463,0.05339988,0.06824044,50.03298,-0.445739,2.385318,0.1791592,25.4,0,24.1,24.3
07/31/2023 04:30:00,0,0,0,0,12.98447,12.95688,12.96812,0.06894366,0.05300339,0.06811589,50.01068,-0.4515054,2.369255,0.1827532,25.3,0,24.3,24.2
07/31/2023 05:00:00,0,0,0,0,12.8803,12.97876,12.90775,0.06858164,0.05253605,0.06741354,49.77758,-0.4559318,2.337129,0.1873237,25.4,0,24.3,24.4
07/31/2023 05:30:00,0,0,0,0,12.92166,12.89643,12.87432,0.06873817,0.05284187,0.06706123,49.80038,-0.4514851,2.337129,0.1847063,25.7,0,24.8,24.9
07/31/2023 06:00:00,1.3,1.0881,1.0881,0,12.7785,12.75226,12.74762,0.3431177,0.3311607,0.346878,49.78775,9.788543,2.979639,-0.748132,25.9,12,25.3,25.3
07/31/2023 06:30:00,22.5,15.7237,15.7237,0,12.88818,12.88295,12.8689,1.735658,1.732449,1.765095,50.02,66.87541,0.3756706,-0.988451,26.4,65,26.2,26.2
07/31/2023 07:00:00,44.8,55.4653,55.4653,0,12.86663,12.97428,12.9002,4.14195,4.142391,4.169725,50.00236,160.614,-0.7570521,0.9988181,27.5,162,27.7,27.5
07/31/2023 07:30:00,66.4,102.273,102.273,0,12.89082,12.94713,12.98909,5.19029,5.243563,5.231977,49.76055,208.4874,-1.654241,0.9967936,28.9,290,31.5,30.9
07/31/2023 08:00:00,110.3,185.0291,185.0291,0,12.99613,13.11076,13.05394,11.77159,11.82959,11.83377,50.24866,462.7161,-10.37829,0.99872,31.2,402,40.6,40.2
07/31/2023 08:30:00,171.5,201.4663,201.4663,0,12.87034,12.93508,12.95865,9.357226,9.362104,9.355094,50.24035,362.4882,-4.176438,0.9995221,30.6,355,39.3,39.8
07/31/2023 09:00:00,131.8,183.189,183.189,0,12.86216,12.82571,12.89783,13.75421,13.86584,13.79338,49.93087,531.4459,-4.370698,0.999662,31.8,520,40.7,41.2
07/31/2023 09:30:00,158.6,233.385,233.385,0,12.86686,12.95026,12.98177,9.326392,9.428077,9.391612,49.91779,363.8822,-2.834823,0.9976199,31.6,351,41.4,42
07/31/2023 10:00:00,204.6,236.479,236.479,0,12.97781,12.92974,13.01192,12.48669,12.47455,12.46329,50.24083,485.2958,-9.284267,0.9996168,31.4,482,44.4,43.8
07/31/2023 10:30:00,171.2,284.537,284.537,0,13.00269,13.06033,13.06996,11.47862,11.46357,11.48415,49.98894,446.8946,-3.476834,0.9998079,31.5,468,47,46.2
07/31/2023 11:00:00,137.6,373.264,373.264,0,13.10347,13.1192,13.1104,21.27652,21.48613,21.27398,50.24557,839.1614,-40.47312,0.9992025,34.1,1025,62.8,61.3
07/31/2023 11:30:00,234.6,343.624,343.624,0,13.09558,13.09148,13.1123,19.02869,19.24436,19.05568,50.01205,752.9701,-33.27799,0.9964269,33.8,625,54.2,54.3
07/31/2023 12:00:00,204.4,296.479,296.479,0,13.15286,13.14188,13.15241,14.25692,14.35495,14.27706,50.03072,563.8916,-35.08204,0.9971371,33.5,601,51.5,52.8
07/31/2023 12:30:00,219.2,281.808,281.808,0,12.89062,12.94323,12.94958,22.32885,22.29823,22.2879,49.75822,866.7392,-40.73612,0.9964328,36.2,1120,60.2,61.3
07/31/2023 13:00:00,215.6,371.944,371.944,0,12.96743,12.97313,12.94873,7.103291,7.125914,7.125218,49.76167,278.4378,5.332831,-0.9963117,35.3,308,58.9,57.7
07/31/2023 13:30:00,150.5,277.185,277.185,0,12.81097,12.92726,12.8473,13.77139,13.87491,13.76381,50.01433,528.6836,-13.58908,0.9974126,35.2,544,49.9,52.7
07/31/2023 14:00:00,183.4,267.634,267.634,0,12.83761,12.82078,12.83401,15.75443,15.85885,15.80624,50.03466,608.1746,-22.35934,0.9968086,34.7,643,46.6,47.5
07/31/2023 14:30:00,272.7,256.165,256.165,0,12.99064,12.94481,13.01205,14.43313,14.54615,14.53169,49.95802,560.7672,-8.192,0.9999322,33.3,590,42.4,43.3
07/31/2023 15:00:00,103.7,254.695,254.695,0,13.05184,13.02525,13.04125,8.257763,8.322591,8.34238,50.0069,324.54,-15.38811,0.9974231,33.5,325,43.1,43.4
07/31/2023 15:30:00,58.6,195.45,195.45,0,12.98033,12.97474,12.98756,5.017128,5.058436,5.044255,50.01794,195.6115,-9.47702,0.996453,33.7,204,40.8,41.7
07/31/2023 16:00:00,67.1,107.103,107.103,0,13.03216,13.02965,13.04275,5.792016,5.834805,5.830471,49.77127,226.4093,-2.095688,0.9990188,32.5,216,37.1,37.7
07/31/2023 16:30:00,65.2,117.648,117.648,0,13.01657,13.05688,13.09274,7.535723,7.576337,7.581828,50.01145,296.491,-12.88232,0.9976016,32.5,304,37.2,38
07/31/2023 17:00:00,63.5,120.22,120.22,0,13.02187,13.06504,13.09987,3.416034,3.433044,3.443498,50.01405,133.7567,-1.027984,0.9953223,32.7,136,36.4,37.3
07/31/2023 17:30:00,35.2,38.574,38.574,0,13.04461,13.03783,13.02169,1.263354,1.263605,1.275105,50.00571,48.61044,1.044047,-0.9791722,30.5,46,31.9,32.2
07/31/2023 18:00:00,11.3,8.544,8.544,0,13.02336,13.06051,13.10386,0.2500921,0.2415455,0.2451275,50.23632,2.318807,2.562008,-0.2397549,29.6,0,29.3,29.3
07/31/2023 18:30:00,0.3,0.099,0.099,0,13.04334,13.02833,13.05211,0.2255734,0.2091088,0.2093436,50.00006,-2.002246,2.642322,0.2386505,29.3,0,28.4,28.3
07/31/2023 19:00:00,0,0,0,0,13.00935,13.06163,13.09334,0.06929354,0.04870307,0.06841578,50.26555,-0.5518026,2.289004,0.2271339,28.5,0,26.2,26.3
07/31/2023 19:30:00,0,0,0,0,13.10696,13.0817,13.07877,0.06808309,0.05143935,0.06765027,50.02383,-0.5025917,2.337129,0.2051251,25.3,0,25,25
07/31/2023 20:00:00,0,0,0,0,13.09901,13.08877,13.09849,0.06656794,0.05382616,0.06813258,49.76097,-0.4263887,2.369255,0.1733642,24.8,0,24.4,24.4
07/31/2023 20:30:00,0,0,0,0,13.04547,13.0255,13.03496,0.06645521,0.05405081,0.06826976,50.02276,-0.4208354,2.369255,0.1726999,25.3,0,24.8,24.8
07/31/2023 21:00:00,0,0,0,0,13.06749,13.17648,13.09718,0.06721275,0.05411104,0.06817332,50.03345,-0.431739,2.385318,0.173156,25,0,24.7,24.6
07/31/2023 21:30:00,0,0,0,0,13.08621,13.12444,13.12728,0.06695829,0.05425421,0.06801306,49.77607,-0.4359521,2.385318,0.1749009,25.1,0,24.7,24.7
07/31/2023 22:00:00,0,0,0,0,13.08083,13.12231,13.18385,0.06663235,0.05402424,0.06811409,50.01268,-0.4292923,2.385318,0.1732601,25.3,0,24.8,24.7
07/31/2023 22:30:00,0,0,0,0,13.03868,13.02479,13.01646,0.06737572,0.05410396,0.06813341,50.02227,-0.4175054,2.369255,0.1682335,25.8,0,25.1,25.2
07/31/2023 23:00:00,0,0,0,0,13.00983,13.11665,13.01098,0.06780732,0.05396079,0.06875052,50.01995,-0.4188456,2.385318,0.1690018,25.4,0,25,24.9
07/31/2023 23:30:00,0,0,0,0,13.07569,13.1824,13.09621,0.06979331,0.05315042,0.06816048,50.00651,-0.490409,2.40138,0.1969606,24,0,23.8,23.8
07/31/2023 23:00:00,0,0,0,0,13.00983,13.11665,13.01098,0.06780732,0.05396079,0.06875052,50.01995,-0.4188456,2.385318,0.1690018,25.4,0,25,24.9
08/01/2023 00:30:00,0,0,0,0,12.93837,13.0439,12.93747,0.06919345,0.05915828,0.068284,50.03087,-0.3642365,2.481694,0.1428277,24.1,0,23.9,23.9
08/01/2023 01:00:00,0,0,0,0,12.95011,13.0528,12.9384,0.06888231,0.05941305,0.06832405,50.01236,-0.3642365,2.481694,0.1428277,24.1,0,23.8,23.9
08/01/2023 01:30:00,0,0,0,0,13.04552,13.0212,13.0038,0.06886105,0.05936522,0.06796349,50.01591,-0.3660233,2.497757,0.1437002,24.1,0,23.9,23.9
08/01/2023 02:00:00,0,0,0,0,13.00611,13.11025,13.0534,0.06845008,0.05925893,0.06784841,49.77269,-0.3635766,2.481694,0.1419553,23.9,0,23.6,23.7
08/01/2023 02:30:00,0,0,0,0,13.09986,13.06293,13.09845,0.06929328,0.05938503,0.06842471,50.02632,-0.3624802,2.51382,0.1409787,24,0,23.7,23.8
08/01/2023 03:00:00,0,0,0,0,13.07323,13.17162,13.09946,0.06963468,0.06022728,0.06838193,50.30228,-0.3676071,2.529882,0.1407705,24.1,0,23.9,23.9
08/01/2023 03:30:00,0,0,0,0,13.00457,13.10957,13.03259,0.06901694,0.05946974,0.06803746,50.02303,-0.3631401,2.497757,0.1409787,24.2,0,23.9,23.9
08/01/2023 04:00:00,0,0,0,0,13.01283,13.10924,13.0233,0.06927848,0.05923445,0.06835495,50.04872,-0.3651401,2.497757,0.1418512,24.2,0,23.8,23.9
08/01/2023 04:30:00,0,0,0,0,13.00596,13.10325,13.05387,0.0688675,0.05912285,0.0679462,50.03097,-0.3615766,2.481694,0.1410828,24.3,0,24,24
08/01/2023 05:00:00,0,0,0,0,13.05366,13.03593,12.9973,0.06847133,0.05912994,0.06802513,49.76679,-0.3591299,2.481694,0.1411869,24.3,0,24,24
08/01/2023 05:30:00,0,0,0,0,13.00517,13.10384,13.00565,0.06918827,0.0599155,0.06830427,50.02085,-0.3702467,2.497694,0.145341,24.4,0,24.1,24.1
08/01/2023 06:00:00,1.3,0.086,0.086,0,13.04064,13.02147,13.04992,0.2453624,0.236506,0.2372543,50.0346,2.979357,2.770886,-0.3169452,24.5,6,24.3,24.2
08/01/2023 06:30:00,22.5,4.765,4.765,0,12.80541,12.83556,12.80958,0.6931526,0.6748763,0.6923818,50.04762,24.88549,2.722635,-0.9392275,24.8,29,24.7,24.7
08/01/2023 07:00:00,44.8,33.54,33.54,0,12.90434,12.87934,12.92484,2.848644,2.852373,2.88464,49.80674,110.5641,-0.2851137,0.9932144,25.5,108,26.2,26.2
08/01/2023 07:30:00,66.4,78.548,78.548,0,12.807,12.92058,12.83966,4.458422,4.44837,4.478734,50.00362,171.5922,-0.8011294,0.9990707,26.7,165,29.9,29
08/01/2023 08:00:00,110.3,84.848,84.848,0,12.85962,12.83875,12.82293,7.228913,7.245058,7.223465,50.04137,278.0116,-1.180612,0.9996585,27.5,268,32.9,32.8
08/01/2023 08:30:00,171.5,144.907,144.907,0,12.92388,12.92264,12.91878,8.005729,8.069642,8.116255,50.20654,312.6718,-1.413521,0.9969698,29.7,299,39.6,39.1
08/01/2023 09:00:00,131.8,201.441,201.441,0,12.94568,12.99776,13.02499,9.479218,9.483381,9.47897,50.01669,369.7554,-4.851702,0.9965071,29.7,379,41.8,41.4
08/01/2023 09:30:00,158.6,110.074,110.074,0,13.00684,13.11591,13.02155,5.644087,5.653023,5.641273,50.02311,220.6398,-10.11953,0.9973047,29,215,36.3,35.9
08/01/2023 10:00:00,204.6,271.699,271.699,0,13.13155,13.18697,13.21995,11.1821,11.16219,11.18662,49.76028,441.28,-0.7213333,0.9976183,32.7,467,50.8,49.9
08/01/2023 10:30:00,171.2,248.881,248.881,0,13.11627,13.10564,13.08273,21.94572,21.91664,21.89773,50.00937,861.3673,-42.27714,0.9963959,33.1,936,49,48.3
08/01/2023 11:00:00,137.6,324.493,324.493,0,13.12781,13.244,13.13411,10.69325,10.70787,10.73216,50.02805,422.7729,-24.67238,0.9966249,34,444,54.6,54.2
08/01/2023 11:30:00,234.6,283.322,283.322,0,13.22152,13.26502,13.27275,5.662704,5.69214,5.709943,50.2489,224.3197,-17.09026,0.9949843,33.3,218,48.5,48.2
08/01/2023 12:00:00,204.4,354.999,354.999,0,12.90424,12.89395,12.87336,18.29421,18.26233,18.29366,50.03223,704.2896,-57.18939,0.9957671,35.2,731,58,57.7
08/01/2023 12:30:00,219.2,277.98,277.98,0,12.87358,12.9849,12.90244,11.06045,11.0393,11.03883,49.76044,427.1728,2.882133,-0.9995581,34.4,451,50.3,50.7
08/01/2023 13:00:00,215.6,266.843,266.843,0,12.74158,12.85239,12.74629,17.80968,17.77897,17.76964,49.77715,680.6021,-19.27679,0.9975377,35.6,690,49.5,50.7
08/01/2023 13:30:00,150.5,295.207,295.207,0,12.75658,12.80446,12.80549,11.15391,11.14746,11.16094,50.03537,430.8013,-6.520723,0.9988935,35.1,428,49.6,51
08/01/2023 14:00:00,183.4,186.366,186.366,0,12.96604,12.98476,12.91051,14.2657,14.31504,14.35226,49.86181,553.9843,-8.806974,0.9982663,33.8,467,42.2,43.3
08/01/2023 14:30:00,272.7,326.061,326.061,0,12.81111,12.92484,12.82493,5.942635,5.972493,5.971865,50.24686,228.6662,-0.6936941,0.9966996,35.5,220,48.9,50.6
08/01/2023 15:00:00,103.7,195.317,195.317,0,12.86494,12.97667,12.86927,7.081823,7.090262,7.092076,50.00493,272.4443,-9.862525,0.9981499,34.8,262,44,45.8
08/01/2023 15:30:00,58.6,250.614,250.614,0,12.99385,13.10687,12.99614,14.16349,14.15366,14.13722,50.02933,551.2437,-15.0651,0.9987133,36,523,48.4,50.1
08/01/2023 16:00:00,67.1,159.17,159.17,0,13.06258,13.12012,13.10386,1.804421,1.811064,1.826761,50.01093,71.02892,-0.1269961,0.9855898,33.7,68,40,41.2
08/01/2023 16:30:00,65.2,63.039,63.039,0,12.93599,12.97864,12.94515,2.873919,2.863579,2.906188,50.00343,110.2471,-0.6083765,0.993145,32.5,103,35.7,36.3
08/01/2023 17:00:00,63.5,46.191,46.191,0,13.03335,13.01374,13.02351,1.478234,1.486084,1.50671,50.02133,57.21446,0.652549,-0.9809185,31.7,56,34.5,34.5
08/01/2023 17:30:00,35.2,42.612,42.612,0,12.90425,12.88366,12.86562,1.085348,1.085181,1.087343,50.01274,40.6082,0.2911372,-0.9722161,31.2,38,33.1,33
08/01/2023 18:00:00,11.3,11.081,11.081,0,12.90972,12.89307,12.91684,0.2582198,0.2526116,0.2605687,50.24128,5.257962,2.738698,-0.5310382,30.3,5,30.3,30.3
08/01/2023 18:30:00,0.3,0.376,0.376,0,12.77793,12.82217,12.84295,0.2527193,0.2334616,0.2354102,50.2409,-2.169368,2.899325,0.2337418,29.8,0,29.1,29
08/01/2023 19:00:00,0,0,0,0,12.8176,12.92565,12.82851,0.06903973,0.04909714,0.06805683,50.02619,-0.5344218,2.256816,0.2241843,29.3,0,28.7,28.7
08/01/2023 19:30:00,0,0,0,0,12.82796,12.87429,12.89847,0.0688465,0.04815778,0.06799269,50.03512,-0.5344014,2.240753,0.2251609,28.7,0,26.4,26.3
08/01/2023 20:00:00,0,0,0,0,12.97174,12.95384,12.96394,0.06886903,0.04896283,0.06827413,50.23464,-0.541102,2.272878,0.2249527,27.5,0,26,26.1
08/01/2023 20:30:00,0,0,0,0,12.86267,12.83699,12.83738,0.06658275,0.05402778,0.06793673,50.23312,-0.4034749,2.321067,0.1660324,27,0,25.6,25.7
08/01/2023 21:00:00,0,0,0,0,12.88359,12.93103,12.93769,0.06770939,0.05449867,0.06852221,50.02509,-0.413942,2.353192,0.167361,26.8,0,25.6,25.6
08/01/2023 21:30:00,0,0,0,0,12.92101,12.8981,12.91114,0.06685846,0.05377833,0.0682544,50.00565,-0.4130384,2.337129,0.1702907,26.2,0,25.1,25
08/01/2023 22:00:00,0,0,0,0,13.01241,13.10858,12.99426,0.06768041,0.05433602,0.06850827,50.01849,-0.4155156,2.385318,0.1672569,26.1,0,24.5,24.6
08/01/2023 22:30:00,0,0,0,0,12.93573,13.04738,12.95246,0.06696475,0.05404904,0.06808397,50.24917,-0.4157186,2.353192,0.1674651,27.3,0,25.1,25.1
08/01/2023 23:00:00,0,0,0,0,12.99459,13.09652,13.02584,0.06746139,0.0545341,0.06845581,50.04079,-0.4086222,2.385318,0.1646395,27.6,0,25.9,25.9
08/01/2023 23:30:00,0,0,0,0,12.90142,12.93156,12.9832,0.06769522,0.05448273,0.06871267,50.03269,-0.402612,2.369255,0.1639752,27.4,0,26.1,26.1
08/01/2023 23:00:00,0,0,0,0,12.99459,13.09652,13.02584,0.06746139,0.0545341,0.06845581,50.04079,-0.4086222,2.385318,0.1646395,27.6,0,25.9,25.9
08/02/2023 00:30:00,0,0,0,0,13.03928,13.0094,13.03419,0.06770939,0.05464184,0.06805264,50.03292,-0.4130587,2.369255,0.1663844,27.1,0,26,25.9
08/02/2023 01:00:00,0,0,0,0,12.9379,13.04545,12.99156,0.06761082,0.05491995,0.06850344,50.02457,-0.4072821,2.369255,0.1647436,26.9,0,25.7,25.7
08/02/2023 01:30:00,0,0,0,0,12.96824,13.00716,13.00401,0.06755995,0.05422442,0.06869049,50.00524,-0.4077288,2.369255,0.1647436,26.5,0,25.2,25.2
08/02/2023 02:00:00,0,0,0,0,12.99498,13.10869,13.0054,0.06768041,0.05421556,0.06848176,50.0148,-0.4146222,2.385318,0.1672569,26.6,0,25.4,25.5
08/02/2023 02:30:00,0,0,0,0,13.0055,13.06227,13.08789,0.06690097,0.05395693,0.06795327,50.00086,-0.414612,2.369255,0.1682335,26.6,0,25.4,25.5
08/02/2023 03:00:00,0,0,0,0,13.03002,13.06464,13.05733,0.06760246,0.05431798,0.06791145,50.03228,-0.4135054,2.369255,0.1663844,26.5,0,25.2,25.2
08/02/2023 03:30:00,0,0,0,0,13.10624,13.07686,13.08705,0.06780086,0.05441895,0.06805034,50.00625,-0.4108456,2.385318,0.165512,26.5,0,25.3,25.3
08/02/2023 04:00:00,0,0,0,0,13.02205,13.05996,13.07776,0.06761663,0.05419961,0.06850994,50.01928,-0.4128456,2.385318,0.1663844,26.6,0,25.6,25.6
08/02/2023 04:30:00,0,0,0,0,13.02468,13.06266,13.05788,0.0682331,0.05464747,0.06863819,50.02264,-0.4041857,2.40138,0.1628945,26.7,0,25.9,25.9
08/02/2023 05:00:00,0,0,0,0,13.01019,13.1144,13.00355,0.06746011,0.05396079,0.06840207,50.01101,-0.4072821,2.369255,0.165616,26.6,0,25.8,25.8
08/02/2023 05:30:00,0,0,0,0,12.97451,13.02121,13.04471,0.06651125,0.05390555,0.06786425,49.76757,-0.4030486,2.353192,0.1649518,26.7,0,25.9,25.9
08/02/2023 06:00:00,1.3,1.456,1.456,0,13.04508,13.02358,13.0157,0.3924479,0.3815629,0.3975535,50.0126,13.24683,3.445584,-0.8635568,26.8,15,26.2,26.2
08/02/2023 06:30:00,22.5,16.778,16.778,0,12.8965,12.93758,12.94282,1.486957,1.478045,1.50759,50.01244,57.29632,-0.1605513,0.9896579,27.1,58,27.3,27.3
08/02/2023 07:00:00,44.8,42.941,42.941,0,12.88505,12.98938,12.88988,2.785194,2.796251,2.805833,49.76963,107.9446,0.09257758,-0.9936467,27.9,106,30,29.9
08/02/2023 07:30:00,66.4,76.417,76.417,0,12.68168,12.74425,12.78897,5.090574,5.06438,5.120072,49.77247,193.9123,3.268519,-0.9989898,28.6,187,32.9,32.7
08/02/2023 08:00:00,110.3,109.003,109.003,0,12.75882,12.81182,12.83977,7.682974,7.664762,7.699085,49.76617,295.2058,-2.210259,0.9999095,29.8,280,35.5,35.7
08/02/2023 08:30:00,171.5,168.657,168.657,0,12.87406,12.96324,12.87863,9.084629,9.094783,9.078113,49.81793,351.2939,-1.888029,0.9985402,31,351,39.3,39.8
08/02/2023 09:00:00,131.8,191.15,191.15,0,12.979,12.94621,13.04549,13.01017,13.06599,13.06985,50.1895,507.4219,-25.30188,0.9996377,31.8,502,40.3,41.7
08/02/2023 09:30:00,158.6,242.48,242.48,0,13.05238,13.05209,13.03244,14.13374,14.24233,14.13444,50.23807,555.4855,-15.51661,0.997145,32.9,548,44.8,45.4
08/02/2023 10:00:00,204.6,245.33,245.33,0,13.02975,13.0942,13.06715,13.79453,13.78536,13.78986,49.96376,537.2279,-5.943215,0.9995995,33.1,560,43.6,44.5
08/02/2023 10:30:00,171.2,243.4,243.4,0,13.04296,13.0014,13.08721,12.31802,12.4259,12.3715,49.9068,482.7383,1.124392,-0.9994538,33,472,43.6,44.2
08/02/2023 11:00:00,137.6,255.13,255.13,0,13.03269,13.02608,13.05588,15.78834,15.82625,15.81477,50.24794,616.6724,-19.6608,0.9989716,33.9,573,46.2,47.7
08/02/2023 11:30:00,234.6,245.29,245.29,0,12.93827,13.02192,12.99271,14.2831,14.26698,14.27222,50.15778,555.8944,-34.31002,0.9976614,33.3,529,43.9,45
08/02/2023 12:00:00,204.4,220.57,220.57,0,12.94507,13.00863,12.99954,15.54021,15.52393,15.51402,50.00212,603.1854,-50.50127,0.9928399,34.5,594,44.5,45.1
08/02/2023 12:30:00,219.2,236.99,236.99,0,12.79191,12.77215,12.77865,11.7481,11.74455,11.71571,50.02774,447.4479,35.08104,-0.9954347,34.5,436,44.8,46.4
08/02/2023 13:00:00,215.6,244.58,244.58,0,12.69457,12.75458,12.78146,11.3206,11.43507,11.44895,49.98578,433.6708,36.88006,-0.9935303,34.6,441,45.8,46.5
08/02/2023 13:30:00,150.5,287.27,287.27,0,12.84748,12.85076,12.83163,19.97274,19.91309,19.887,49.52341,764.803,65.14848,-0.9954295,35.1,854,49.9,51.4
08/02/2023 14:00:00,183.4,260.08,260.08,0,12.80927,12.91651,12.82367,9.301429,9.29062,9.285631,50.01173,355.1676,21.58933,-0.9964362,36,363,50.4,50.4
08/02/2023 14:30:00,272.7,158.54,158.54,0,13.0488,13.0254,13.03025,8.17672,8.186359,8.146302,49.75071,315.0362,52.5573,-0.9867603,31.9,300,38.4,39.2
08/02/2023 15:00:00,103.7,176.9,176.9,0,12.96146,13.00193,13.02235,7.908906,7.943051,7.965291,50.01643,307.2804,32.38299,-0.992741,33.2,296,40.4,41.3
08/02/2023 15:30:00,58.6,117.66,117.66,0,13.04323,13.02017,12.99265,8.550857,8.506032,8.584473,50.00744,332.3112,31.99648,-0.9946596,32.7,317,37.8,37.8
08/02/2023 16:00:00,67.1,135.8,135.8,0,13.18348,13.17791,13.15013,4.90556,4.878176,4.930003,50.2298,189.2408,40.22111,-0.9751121,32.3,181,36.6,36.5
08/02/2023 16:30:00,65.2,88.32,88.32,0,13.18011,13.16892,13.17458,5.93826,5.982108,5.992018,49.99423,230.9144,45.36119,-0.9792331,31.3,212,30.8,31
08/02/2023 17:00:00,63.5,82.84,82.84,0,13.01733,13.06698,13.05914,3.05027,3.057798,3.07516,50.00891,111.5837,42.27815,-0.9281566,31.6,109,33.8,33.8
08/02/2023 17:30:00,35.2,44.52,44.52,0,12.99123,12.96978,12.92966,1.728778,1.714732,1.733818,49.75711,45.52331,47.93223,-0.6758624,31.2,46,32,31.9
08/02/2023 18:00:00,11.3,8.68,8.68,0,12.99631,13.09739,13.01694,1.311404,1.284724,1.304899,49.7618,0.9410076,49.98726,-0.01853762,25.5,0,25.3,25.3
08/02/2023 18:30:00,0.3,0.04,0.04,0,13.04212,13.02713,13.00308,1.290504,1.288731,1.289223,50.00491,-0.9570635,49.98726,0.01902838,25,0,24.2,24.2
08/02/2023 19:00:00,0,0,0,0,12.84125,12.877,12.87108,1.273838,1.272392,1.279053,50.22186,-0.2262684,48.70224,0.004636416,25,0,24.2,24.2
08/02/2023 19:30:00,0,0,0,0,12.92777,12.90406,12.90669,1.278359,1.26876,1.286612,50.00796,-0.2031827,48.95925,0.006185834,25.2,0,24.3,24.2
08/02/2023 20:00:00,0,0,0,0,12.98011,12.96773,12.93092,1.282468,1.280175,1.286254,50.01167,-0.2306345,49.21625,0.005783072,25.3,0,24.2,24.2
08/02/2023 20:30:00,0,0,0,0,12.89346,12.93157,12.99162,1.28125,1.270492,1.286361,50.01923,-0.2140133,49.21625,0.006482493,25.1,0,24.1,24
08/02/2023 21:00:00,0,0,0,0,12.98653,12.97029,12.96915,1.286614,1.276097,1.293625,50.02546,-0.2372627,49.47325,0.004749969,25.2,0,23.9,23.9
08/02/2023 21:30:00,0,0,0,0,13.05274,13.02979,13.0056,1.291287,1.288586,1.293921,50.00071,-0.2309588,49.73026,0.004898062,25.2,0,23.7,23.6
08/02/2023 22:00:00,0,0,0,0,13.11892,13.10199,13.06376,1.297497,1.295672,1.301968,50.24146,-0.232927,50.24427,0.005685014,25,0,23.7,23.6
08/02/2023 22:30:00,0,0,0,0,13.0661,13.17695,13.09482,1.299477,1.297372,1.307078,50.23882,-0.1144312,50.50127,0.003047377,25.1,0,23.3,23.3
08/02/2023 23:00:00,0,0,0,0,13.12111,13.2162,13.15995,1.308009,1.30522,1.314535,50.00263,-0.132712,51.01528,0.002948374,25.3,0,23.5,23.5
08/02/2023 23:30:00,0,0,0,0,13.0585,13.16954,13.11804,1.299516,1.298811,1.305193,50.02511,-0.1699531,50.50127,0.004942658,25,0,23.6,23.5
